Categoria;Data ordine;Segmento;Obiettivo di vendita (Obiettivo di vendita)
Forniture per ufficio;19/10/2020;Piccole aziende;240
Tecnologia;19/10/2020;Privati;92
Tecnologia;19/10/2020;Piccole aziende;551
Forniture per ufficio;20/10/2020;Privati;100
Forniture per ufficio;20/10/2020;Piccole aziende;711
Mobili;21/10/2020;Privati;673
Forniture per ufficio;21/10/2020;Privati;45
Forniture per ufficio;22/10/2020;Privati;139
Mobili;23/10/2020;Grandi aziende;508
Mobili;23/10/2020;Piccole aziende;763
Forniture per ufficio;23/10/2020;Privati;12
Forniture per ufficio;23/10/2020;Grandi aziende;131
Mobili;24/10/2020;Grandi aziende;678
Forniture per ufficio;24/10/2020;Grandi aziende;97
Mobili;25/10/2020;Grandi aziende;337
Forniture per ufficio;25/10/2020;Grandi aziende;848
Tecnologia;25/10/2020;Grandi aziende;236
Forniture per ufficio;26/10/2020;Piccole aziende;499
Tecnologia;26/10/2020;Piccole aziende;252
Forniture per ufficio;27/10/2020;Piccole aziende;236
Tecnologia;27/10/2020;Piccole aziende;314
Mobili;28/10/2020;Privati;1254
Forniture per ufficio;28/10/2020;Privati;405
Forniture per ufficio;28/10/2020;Grandi aziende;292
Mobili;30/10/2020;Privati;177
Mobili;31/10/2020;Privati;870
Mobili;31/10/2020;Grandi aziende;383
Mobili;31/10/2020;Piccole aziende;47
Forniture per ufficio;31/10/2020;Privati;766
Forniture per ufficio;31/10/2020;Grandi aziende;301
Forniture per ufficio;31/10/2020;Piccole aziende;212
Tecnologia;31/10/2020;Privati;1540
Tecnologia;31/10/2020;Grandi aziende;1286
Tecnologia;31/10/2020;Piccole aziende;607
Forniture per ufficio;01/11/2020;Privati;243
Forniture per ufficio;01/11/2020;Grandi aziende;1086
Forniture per ufficio;02/11/2020;Privati;164
Forniture per ufficio;02/11/2020;Grandi aziende;344
Forniture per ufficio;02/11/2020;Piccole aziende;91
Mobili;03/11/2020;Privati;2154
Forniture per ufficio;03/11/2020;Privati;509
Forniture per ufficio;03/11/2020;Grandi aziende;127
Forniture per ufficio;03/11/2020;Piccole aziende;110
Tecnologia;03/11/2020;Privati;749
Forniture per ufficio;04/11/2020;Privati;154
Forniture per ufficio;04/11/2020;Piccole aziende;41
Tecnologia;04/11/2020;Piccole aziende;631
Mobili;06/11/2020;Privati;316
Mobili;06/11/2020;Grandi aziende;160
Mobili;06/11/2020;Piccole aziende;750
Forniture per ufficio;06/11/2020;Privati;44
Forniture per ufficio;06/11/2020;Grandi aziende;680
Forniture per ufficio;06/11/2020;Piccole aziende;66
Tecnologia;06/11/2020;Piccole aziende;993
Forniture per ufficio;07/11/2020;Privati;1935
Forniture per ufficio;07/11/2020;Grandi aziende;112
Tecnologia;07/11/2020;Privati;212
Forniture per ufficio;08/11/2020;Privati;121
Forniture per ufficio;08/11/2020;Grandi aziende;74
Forniture per ufficio;08/11/2020;Piccole aziende;127
Tecnologia;08/11/2020;Grandi aziende;340
Forniture per ufficio;09/11/2020;Privati;948
Forniture per ufficio;09/11/2020;Grandi aziende;723
Tecnologia;09/11/2020;Grandi aziende;530
Mobili;10/11/2020;Privati;192
Mobili;10/11/2020;Grandi aziende;189
Forniture per ufficio;10/11/2020;Privati;338
Forniture per ufficio;10/11/2020;Grandi aziende;175
Tecnologia;10/11/2020;Grandi aziende;1225
Mobili;11/11/2020;Privati;379
Mobili;11/11/2020;Grandi aziende;1882
Forniture per ufficio;11/11/2020;Privati;2147
Forniture per ufficio;11/11/2020;Grandi aziende;362
Tecnologia;11/11/2020;Privati;2441
Tecnologia;11/11/2020;Grandi aziende;315
Mobili;13/11/2020;Privati;831
Mobili;13/11/2020;Grandi aziende;880
Mobili;13/11/2020;Piccole aziende;1047
Forniture per ufficio;13/11/2020;Privati;245
Forniture per ufficio;13/11/2020;Grandi aziende;99
Forniture per ufficio;13/11/2020;Piccole aziende;265
Tecnologia;13/11/2020;Privati;731
Tecnologia;13/11/2020;Piccole aziende;84
Mobili;14/11/2020;Piccole aziende;370
Forniture per ufficio;14/11/2020;Privati;3166
Forniture per ufficio;14/11/2020;Grandi aziende;735
Forniture per ufficio;14/11/2020;Piccole aziende;23
Tecnologia;14/11/2020;Privati;333
Mobili;15/11/2020;Piccole aziende;474
Forniture per ufficio;15/11/2020;Grandi aziende;24
Forniture per ufficio;15/11/2020;Piccole aziende;426
Tecnologia;15/11/2020;Piccole aziende;638
Mobili;16/11/2020;Grandi aziende;56
Forniture per ufficio;16/11/2020;Privati;125
Forniture per ufficio;16/11/2020;Grandi aziende;1853
Tecnologia;16/11/2020;Grandi aziende;632
Mobili;17/11/2020;Grandi aziende;237
Forniture per ufficio;17/11/2020;Privati;583
Forniture per ufficio;17/11/2020;Grandi aziende;270
Forniture per ufficio;17/11/2020;Piccole aziende;172
Tecnologia;17/11/2020;Privati;1879
Tecnologia;17/11/2020;Piccole aziende;332
Mobili;18/11/2020;Privati;353
Forniture per ufficio;18/11/2020;Grandi aziende;37
Forniture per ufficio;18/11/2020;Piccole aziende;37
Tecnologia;18/11/2020;Privati;72
Forniture per ufficio;20/11/2020;Privati;196
Forniture per ufficio;20/11/2020;Grandi aziende;482
Forniture per ufficio;20/11/2020;Piccole aziende;59
Tecnologia;20/11/2020;Piccole aziende;1034
Mobili;21/11/2020;Grandi aziende;1074
Forniture per ufficio;21/11/2020;Privati;256
Forniture per ufficio;21/11/2020;Grandi aziende;253
Forniture per ufficio;21/11/2020;Piccole aziende;536
Tecnologia;21/11/2020;Privati;749
Tecnologia;21/11/2020;Piccole aziende;1343
Mobili;22/11/2020;Privati;110
Forniture per ufficio;22/11/2020;Privati;784
Forniture per ufficio;22/11/2020;Grandi aziende;86
Tecnologia;22/11/2020;Privati;1371
Mobili;23/11/2020;Privati;723
Forniture per ufficio;23/11/2020;Privati;709
Forniture per ufficio;23/11/2020;Grandi aziende;192
Forniture per ufficio;23/11/2020;Piccole aziende;13
Tecnologia;23/11/2020;Grandi aziende;185
Mobili;24/11/2020;Privati;1076
Mobili;24/11/2020;Grandi aziende;1260
Forniture per ufficio;24/11/2020;Grandi aziende;1199
Tecnologia;24/11/2020;Privati;344
Tecnologia;24/11/2020;Grandi aziende;2178
Mobili;25/11/2020;Privati;110
Mobili;25/11/2020;Grandi aziende;215
Forniture per ufficio;25/11/2020;Privati;1541
Forniture per ufficio;26/11/2020;Grandi aziende;223
Mobili;27/11/2020;Piccole aziende;491
Forniture per ufficio;27/11/2020;Privati;419
Forniture per ufficio;27/11/2020;Piccole aziende;276
Tecnologia;27/11/2020;Grandi aziende;197
Mobili;28/11/2020;Privati;135
Mobili;28/11/2020;Grandi aziende;322
Forniture per ufficio;28/11/2020;Privati;366
Forniture per ufficio;28/11/2020;Grandi aziende;103
Tecnologia;28/11/2020;Grandi aziende;227
Forniture per ufficio;29/11/2020;Privati;426
Mobili;30/11/2020;Privati;65
Forniture per ufficio;30/11/2020;Privati;443
Forniture per ufficio;30/11/2020;Grandi aziende;249
Tecnologia;30/11/2020;Grandi aziende;1354
Mobili;01/12/2020;Piccole aziende;385
Forniture per ufficio;01/12/2020;Privati;40
Forniture per ufficio;01/12/2020;Piccole aziende;119
Mobili;02/12/2020;Privati;670
Forniture per ufficio;02/12/2020;Privati;1508
Tecnologia;02/12/2020;Privati;975
Mobili;04/12/2020;Privati;1000
Mobili;04/12/2020;Grandi aziende;1050
Forniture per ufficio;04/12/2020;Privati;1100
Forniture per ufficio;04/12/2020;Grandi aziende;192
Forniture per ufficio;04/12/2020;Piccole aziende;212
Tecnologia;04/12/2020;Piccole aziende;1323
Mobili;05/12/2020;Privati;112
Mobili;05/12/2020;Piccole aziende;211
Forniture per ufficio;05/12/2020;Privati;726
Forniture per ufficio;05/12/2020;Grandi aziende;53
Forniture per ufficio;05/12/2020;Piccole aziende;458
Tecnologia;05/12/2020;Privati;568
Tecnologia;05/12/2020;Grandi aziende;241
Mobili;06/12/2020;Grandi aziende;264
Forniture per ufficio;06/12/2020;Privati;217
Forniture per ufficio;06/12/2020;Grandi aziende;502
Forniture per ufficio;06/12/2020;Piccole aziende;134
Tecnologia;06/12/2020;Grandi aziende;485
Forniture per ufficio;07/12/2020;Privati;235
Forniture per ufficio;07/12/2020;Grandi aziende;92
Forniture per ufficio;07/12/2020;Piccole aziende;78
Forniture per ufficio;08/12/2020;Grandi aziende;512
Forniture per ufficio;08/12/2020;Piccole aziende;325
Tecnologia;08/12/2020;Grandi aziende;1249
Mobili;11/12/2020;Privati;1183
Mobili;11/12/2020;Grandi aziende;143
Forniture per ufficio;11/12/2020;Privati;463
Forniture per ufficio;11/12/2020;Grandi aziende;63
Tecnologia;11/12/2020;Privati;92
Mobili;12/12/2020;Privati;838
Forniture per ufficio;12/12/2020;Privati;45
Mobili;13/12/2020;Privati;159
Mobili;13/12/2020;Grandi aziende;179
Forniture per ufficio;13/12/2020;Privati;165
Forniture per ufficio;13/12/2020;Grandi aziende;75
Forniture per ufficio;13/12/2020;Piccole aziende;120
Tecnologia;13/12/2020;Privati;122
Mobili;14/12/2020;Privati;20
Forniture per ufficio;14/12/2020;Privati;1372
Tecnologia;14/12/2020;Privati;7284
Mobili;15/12/2020;Privati;1219
Forniture per ufficio;15/12/2020;Privati;282
Forniture per ufficio;15/12/2020;Piccole aziende;51
Tecnologia;15/12/2020;Privati;883
Forniture per ufficio;16/12/2020;Privati;736
Forniture per ufficio;16/12/2020;Grandi aziende;39
Forniture per ufficio;16/12/2020;Piccole aziende;191
Mobili;18/12/2020;Grandi aziende;289
Forniture per ufficio;18/12/2020;Privati;211
Forniture per ufficio;18/12/2020;Grandi aziende;490
Forniture per ufficio;18/12/2020;Piccole aziende;905
Tecnologia;18/12/2020;Grandi aziende;2196
Mobili;19/12/2020;Privati;142
Mobili;19/12/2020;Piccole aziende;341
Forniture per ufficio;19/12/2020;Privati;439
Forniture per ufficio;19/12/2020;Grandi aziende;987
Tecnologia;19/12/2020;Privati;93
Mobili;20/12/2020;Piccole aziende;2181
Forniture per ufficio;20/12/2020;Privati;120
Forniture per ufficio;20/12/2020;Grandi aziende;15
Tecnologia;20/12/2020;Privati;1157
Mobili;21/12/2020;Privati;804
Mobili;21/12/2020;Grandi aziende;214
Forniture per ufficio;21/12/2020;Privati;3192
Forniture per ufficio;21/12/2020;Grandi aziende;188
Tecnologia;21/12/2020;Privati;1759
Tecnologia;21/12/2020;Grandi aziende;1420
Mobili;22/12/2020;Privati;947
Mobili;22/12/2020;Grandi aziende;496
Forniture per ufficio;22/12/2020;Privati;2306
Tecnologia;22/12/2020;Privati;136
Mobili;23/12/2020;Privati;362
Forniture per ufficio;23/12/2020;Privati;220
Forniture per ufficio;23/12/2020;Grandi aziende;401
Forniture per ufficio;23/12/2020;Piccole aziende;45
Tecnologia;23/12/2020;Privati;625
Tecnologia;23/12/2020;Grandi aziende;51
Tecnologia;23/12/2020;Piccole aziende;812
Forniture per ufficio;25/12/2020;Privati;1010
Forniture per ufficio;25/12/2020;Grandi aziende;110
Mobili;26/12/2020;Privati;549
Mobili;26/12/2020;Grandi aziende;522
Forniture per ufficio;26/12/2020;Privati;3493
Forniture per ufficio;26/12/2020;Grandi aziende;207
Tecnologia;26/12/2020;Privati;205
Mobili;27/12/2020;Privati;1690
Forniture per ufficio;27/12/2020;Privati;1138
Forniture per ufficio;27/12/2020;Grandi aziende;83
Tecnologia;27/12/2020;Privati;1650
Mobili;28/12/2020;Piccole aziende;377
Forniture per ufficio;28/12/2020;Privati;1206
Forniture per ufficio;28/12/2020;Grandi aziende;201
Forniture per ufficio;28/12/2020;Piccole aziende;1967
Tecnologia;28/12/2020;Privati;1073
Tecnologia;28/12/2020;Grandi aziende;687
Forniture per ufficio;29/12/2020;Privati;306
Forniture per ufficio;29/12/2020;Grandi aziende;152
Forniture per ufficio;29/12/2020;Piccole aziende;1478
Tecnologia;29/12/2020;Privati;341
Tecnologia;29/12/2020;Grandi aziende;1671
Forniture per ufficio;30/12/2020;Privati;449
Forniture per ufficio;30/12/2020;Grandi aziende;250
Forniture per ufficio;30/12/2020;Piccole aziende;51
Forniture per ufficio;31/12/2020;Privati;213
Mobili;01/01/2021;Privati;502
Forniture per ufficio;01/01/2021;Privati;1803
Forniture per ufficio;01/01/2021;Grandi aziende;171
Forniture per ufficio;01/01/2021;Piccole aziende;711
Tecnologia;01/01/2021;Privati;222
Tecnologia;01/01/2021;Piccole aziende;254
Forniture per ufficio;02/01/2021;Privati;728
Mobili;03/01/2021;Privati;1583
Forniture per ufficio;03/01/2021;Privati;1566
Forniture per ufficio;03/01/2021;Grandi aziende;259
Mobili;04/01/2021;Privati;388
Forniture per ufficio;04/01/2021;Privati;770
Forniture per ufficio;04/01/2021;Grandi aziende;938
Forniture per ufficio;04/01/2021;Piccole aziende;33
Tecnologia;04/01/2021;Privati;357
Tecnologia;04/01/2021;Grandi aziende;184
Mobili;05/01/2021;Privati;682
Mobili;05/01/2021;Piccole aziende;395
Forniture per ufficio;05/01/2021;Privati;1688
Forniture per ufficio;05/01/2021;Grandi aziende;1277
Forniture per ufficio;05/01/2021;Piccole aziende;1864
Tecnologia;05/01/2021;Piccole aziende;292
Mobili;06/01/2021;Privati;2343
Forniture per ufficio;06/01/2021;Privati;35
Mobili;08/01/2021;Privati;23
Forniture per ufficio;08/01/2021;Privati;432
Forniture per ufficio;08/01/2021;Grandi aziende;1446
Tecnologia;08/01/2021;Grandi aziende;43
Mobili;09/01/2021;Privati;724
Forniture per ufficio;09/01/2021;Piccole aziende;49
Forniture per ufficio;10/01/2021;Piccole aziende;19
Mobili;12/01/2021;Privati;882
Forniture per ufficio;12/01/2021;Privati;168
Tecnologia;12/01/2021;Piccole aziende;680
Forniture per ufficio;13/01/2021;Privati;112
Forniture per ufficio;13/01/2021;Grandi aziende;4503
Forniture per ufficio;15/01/2021;Privati;473
Tecnologia;15/01/2021;Privati;87
Mobili;16/01/2021;Piccole aziende;83
Forniture per ufficio;16/01/2021;Grandi aziende;242
Forniture per ufficio;16/01/2021;Piccole aziende;55
Tecnologia;16/01/2021;Piccole aziende;1173
Mobili;17/01/2021;Privati;273
Forniture per ufficio;17/01/2021;Privati;647
Tecnologia;17/01/2021;Privati;431
Forniture per ufficio;18/01/2021;Privati;477
Forniture per ufficio;18/01/2021;Grandi aziende;42
Tecnologia;18/01/2021;Privati;539
Mobili;19/01/2021;Privati;704
Mobili;19/01/2021;Grandi aziende;127
Forniture per ufficio;19/01/2021;Privati;56
Forniture per ufficio;19/01/2021;Grandi aziende;242
Tecnologia;19/01/2021;Piccole aziende;468
Mobili;20/01/2021;Piccole aziende;43
Forniture per ufficio;20/01/2021;Grandi aziende;1809
Mobili;22/01/2021;Privati;5560
Forniture per ufficio;22/01/2021;Privati;15
Forniture per ufficio;22/01/2021;Grandi aziende;47
Tecnologia;22/01/2021;Privati;710
Mobili;23/01/2021;Grandi aziende;437
Mobili;24/01/2021;Grandi aziende;142
Forniture per ufficio;24/01/2021;Grandi aziende;73
Forniture per ufficio;25/01/2021;Privati;57
Tecnologia;25/01/2021;Privati;260
Forniture per ufficio;26/01/2021;Privati;110
Mobili;27/01/2021;Grandi aziende;134
Forniture per ufficio;27/01/2021;Grandi aziende;236
Tecnologia;27/01/2021;Grandi aziende;110
Forniture per ufficio;28/01/2021;Privati;164
Forniture per ufficio;29/01/2021;Privati;475
Tecnologia;29/01/2021;Privati;35
Tecnologia;29/01/2021;Piccole aziende;2950
Mobili;30/01/2021;Privati;204
Mobili;30/01/2021;Grandi aziende;516
Forniture per ufficio;30/01/2021;Privati;2058
Forniture per ufficio;30/01/2021;Grandi aziende;218
Forniture per ufficio;30/01/2021;Piccole aziende;83
Tecnologia;30/01/2021;Privati;3400
Tecnologia;30/01/2021;Grandi aziende;188
Mobili;31/01/2021;Privati;191
Forniture per ufficio;31/01/2021;Privati;384
Mobili;01/02/2021;Privati;136
Forniture per ufficio;01/02/2021;Privati;44
Forniture per ufficio;01/02/2021;Grandi aziende;43
Mobili;02/02/2021;Privati;331
Forniture per ufficio;02/02/2021;Privati;839
Forniture per ufficio;02/02/2021;Grandi aziende;202
Forniture per ufficio;03/02/2021;Privati;357
Forniture per ufficio;04/02/2021;Piccole aziende;338
Mobili;05/02/2021;Privati;145
Mobili;06/02/2021;Privati;3496
Mobili;06/02/2021;Piccole aziende;319
Forniture per ufficio;06/02/2021;Privati;60
Forniture per ufficio;06/02/2021;Grandi aziende;45
Forniture per ufficio;06/02/2021;Piccole aziende;1206
Tecnologia;06/02/2021;Privati;243
Mobili;07/02/2021;Privati;164
Forniture per ufficio;07/02/2021;Privati;62
Forniture per ufficio;07/02/2021;Grandi aziende;73
Tecnologia;07/02/2021;Privati;926
Tecnologia;07/02/2021;Piccole aziende;1614
Mobili;08/02/2021;Privati;116
Forniture per ufficio;08/02/2021;Privati;215
Forniture per ufficio;08/02/2021;Grandi aziende;370
Tecnologia;08/02/2021;Privati;950
Mobili;09/02/2021;Piccole aziende;110
Forniture per ufficio;09/02/2021;Privati;260
Forniture per ufficio;09/02/2021;Piccole aziende;256
Tecnologia;09/02/2021;Privati;305
Mobili;12/02/2021;Privati;281
Mobili;12/02/2021;Grandi aziende;2357
Forniture per ufficio;12/02/2021;Privati;195
Forniture per ufficio;12/02/2021;Grandi aziende;144
Mobili;13/02/2021;Privati;473
Mobili;13/02/2021;Grandi aziende;498
Forniture per ufficio;13/02/2021;Privati;595
Forniture per ufficio;13/02/2021;Grandi aziende;240
Tecnologia;13/02/2021;Privati;286
Forniture per ufficio;14/02/2021;Privati;442
Forniture per ufficio;14/02/2021;Grandi aziende;38
Forniture per ufficio;14/02/2021;Piccole aziende;32
Tecnologia;14/02/2021;Privati;415
Tecnologia;14/02/2021;Grandi aziende;480
Forniture per ufficio;15/02/2021;Privati;404
Forniture per ufficio;15/02/2021;Grandi aziende;71
Forniture per ufficio;15/02/2021;Piccole aziende;71
Tecnologia;15/02/2021;Grandi aziende;1116
Mobili;16/02/2021;Piccole aziende;273
Forniture per ufficio;16/02/2021;Privati;561
Forniture per ufficio;16/02/2021;Piccole aziende;280
Tecnologia;16/02/2021;Privati;857
Mobili;17/02/2021;Grandi aziende;1077
Mobili;17/02/2021;Piccole aziende;246
Forniture per ufficio;17/02/2021;Grandi aziende;39
Forniture per ufficio;17/02/2021;Piccole aziende;89
Mobili;19/02/2021;Grandi aziende;503
Forniture per ufficio;19/02/2021;Privati;628
Forniture per ufficio;19/02/2021;Grandi aziende;240
Tecnologia;19/02/2021;Grandi aziende;3986
Forniture per ufficio;20/02/2021;Grandi aziende;201
Forniture per ufficio;20/02/2021;Piccole aziende;1027
Tecnologia;20/02/2021;Piccole aziende;1353
Mobili;21/02/2021;Piccole aziende;1025
Forniture per ufficio;21/02/2021;Privati;200
Forniture per ufficio;21/02/2021;Grandi aziende;176
Forniture per ufficio;21/02/2021;Piccole aziende;279
Tecnologia;21/02/2021;Privati;510
Tecnologia;21/02/2021;Grandi aziende;1172
Forniture per ufficio;22/02/2021;Grandi aziende;163
Forniture per ufficio;23/02/2021;Privati;2673
Forniture per ufficio;23/02/2021;Grandi aziende;83
Mobili;24/02/2021;Grandi aziende;104
Forniture per ufficio;24/02/2021;Grandi aziende;131
Forniture per ufficio;24/02/2021;Piccole aziende;54
Tecnologia;24/02/2021;Grandi aziende;634
Mobili;26/02/2021;Grandi aziende;1274
Forniture per ufficio;26/02/2021;Privati;95
Forniture per ufficio;26/02/2021;Grandi aziende;22
Forniture per ufficio;26/02/2021;Piccole aziende;460
Tecnologia;26/02/2021;Grandi aziende;766
Tecnologia;26/02/2021;Piccole aziende;155
Mobili;27/02/2021;Privati;488
Mobili;27/02/2021;Grandi aziende;481
Forniture per ufficio;27/02/2021;Grandi aziende;178
Forniture per ufficio;28/02/2021;Privati;983
Forniture per ufficio;28/02/2021;Piccole aziende;4641
Tecnologia;28/02/2021;Privati;751
Tecnologia;28/02/2021;Piccole aziende;1458
Mobili;28/02/2021;Privati;308
Forniture per ufficio;28/02/2021;Privati;1235
Mobili;01/03/2021;Grandi aziende;118
Mobili;01/03/2021;Piccole aziende;385
Forniture per ufficio;01/03/2021;Privati;157
Forniture per ufficio;01/03/2021;Piccole aziende;383
Tecnologia;01/03/2021;Privati;148
Mobili;02/03/2021;Grandi aziende;329
